1.04,-1.93
0.605,5.36
1.14,0.327
1.01,0.112
0.91,14.5
0.867,1.63
0.758,0.139
0.0,-1.93
3.51,2.29
2.12,0.00707
1.73,24.2
2.41,1.04
3.75,0.14
2.81,16.2
0.0,-1.91
2.16,3.18
2.19,0.0117
2.27,36.5
1.94,10.7
1.88,37.9
2.55,10.6
0.586,-1.93
2.44,3.38
1.89,3.16
1.64,60.9
1.47,5.25
1.38,0.714
1.34,0.287
0.0,-1.92
0.931,2.39
0.758,0.0381
1.29,22.2
1.15,2.21
1.08,20.3
1.03,1.41
0.564,-1.94
1.89,5.33
1.89,0.201
1.85,75.5
2.13,0.193
1.97,16.6
1.83,5.56
